Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Temperatura del agua;-;=;13.6;ºC;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);pH;-;=;7.7;U. pH.;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Conductividad;-;=;337;µS/cm;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Residuo seco;-;=;261;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Sodio;-;=;12;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Potasio;-;=;1;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Calcio;-;=;58;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Amonio;-;<;0.064;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Nitrito;-;<;0.02;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Nitrato;-;=;2.1;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Bicarbonatos;-;=;158;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Carbonatos;-;<;1.2;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Sulfatos;-;=;47;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Cloruros;-;=;9.4;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Magnesio;-;=;4.7;mg/l;;-;-;0
SC41;08/02/2022;13:00;SONDEOS;Aguas (Fisicoquímica);Ortofosfato;-;=;0.15;mg/l;;-;-;0
