Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SA10;31/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.459;m3/seg;;-;-;0
SA10;30/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.447;m3/seg;;-;-;0
SA10;29/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.453;m3/seg;;-;-;0
SA10;28/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.463;m3/seg;;-;-;0
SA10;27/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.492;m3/seg;;-;-;0
SA10;26/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.56;m3/seg;;-;-;0
SA10;25/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.579;m3/seg;;-;-;0
SA10;24/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.604;m3/seg;;-;-;0
SA10;23/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.625;m3/seg;;-;-;0
SA10;22/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.643;m3/seg;;-;-;0
SA10;21/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.679;m3/seg;;-;-;0
SA10;20/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.7;m3/seg;;-;-;0
SA10;19/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.724;m3/seg;;-;-;0
SA10;18/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.77;m3/seg;;-;-;0
SA10;17/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.823;m3/seg;;-;-;0
SA10;16/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.911;m3/seg;;-;-;0
SA10;15/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;1.037;m3/seg;;-;-;0
SA10;14/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;1.199;m3/seg;;-;-;0
SA10;13/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;1.502;m3/seg;;-;-;0
SA10;12/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;2.43;m3/seg;;-;-;0
SA10;11/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;6.651;m3/seg;;-;-;0
SA10;10/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;12.264;m3/seg;;-;-;0
SA10;09/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;3.921;m3/seg;;-;-;0
SA10;08/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.675;m3/seg;;-;-;0
SA10;07/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.645;m3/seg;;-;-;0
SA10;06/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.736;m3/seg;;-;-;0
SA10;05/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.959;m3/seg;;-;-;0
SA10;04/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.502;m3/seg;;-;-;0
SA10;03/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.482;m3/seg;;-;-;0
SA10;02/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.49;m3/seg;;-;-;0
SA10;01/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.5;m3/seg;;-;-;0
