Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SA02;31/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.108;m3/seg;;-;-;0
SA02;30/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.108;m3/seg;;-;-;0
SA02;29/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.107;m3/seg;;-;-;0
SA02;28/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.106;m3/seg;;-;-;0
SA02;27/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.106;m3/seg;;-;-;0
SA02;26/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.107;m3/seg;;-;-;0
SA02;25/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.106;m3/seg;;-;-;0
SA02;24/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.106;m3/seg;;-;-;0
SA02;23/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.105;m3/seg;;-;-;0
SA02;22/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.104;m3/seg;;-;-;0
SA02;21/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.105;m3/seg;;-;-;0
SA02;20/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.104;m3/seg;;-;-;0
SA02;19/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.103;m3/seg;;-;-;0
SA02;18/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.102;m3/seg;;-;-;0
SA02;17/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.103;m3/seg;;-;-;0
SA02;16/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.103;m3/seg;;-;-;0
SA02;15/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.102;m3/seg;;-;-;0
SA02;14/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.1;m3/seg;;-;-;0
SA02;13/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.1;m3/seg;;-;-;0
SA02;12/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.099;m3/seg;;-;-;0
SA02;11/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.097;m3/seg;;-;-;0
SA02;10/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.096;m3/seg;;-;-;0
SA02;09/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.095;m3/seg;;-;-;0
SA02;08/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.095;m3/seg;;-;-;0
SA02;07/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.094;m3/seg;;-;-;0
SA02;06/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.094;m3/seg;;-;-;0
SA02;05/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.093;m3/seg;;-;-;0
SA02;04/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.094;m3/seg;;-;-;0
SA02;03/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.093;m3/seg;;-;-;0
SA02;02/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.092;m3/seg;;-;-;0
SA02;01/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.092;m3/seg;;-;-;0
