Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Amonio;-;<;0.064;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Nitrito;-;<;0.02;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Ortofosfato;-;<;0.031;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Temperatura del agua;-;=;13;ºC;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);pH;-;=;7.6;U. pH.;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Conductividad;-;=;526;µS/cm;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Residuo seco;-;=;341;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Sodio;-;=;9;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Potasio;-;=;3.1;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Calcio;-;=;100;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Magnesio;-;=;6.9;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Cloruros;-;=;12;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Sulfatos;-;=;36;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Carbonatos;-;<;1.2;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Bicarbonatos;-;=;304;mg/l;;-;-;0
SC53;02/02/2022;10:00;SONDEOS;Aguas (Fisicoquímica);Nitrato;-;=;5.2;mg/l;;-;-;0
