Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Cloruros;-;=;8.8;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Magnesio;-;=;11;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Calcio;-;=;90;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Potasio;-;=;0.73;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Sodio;-;=;4.9;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Residuo seco;-;=;292;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Conductividad;-;=;467;µS/cm;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);pH;-;=;7.4;U. pH.;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Temperatura del agua;-;=;14.8;ºC;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Ortofosfato;-;<;0.031;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Amonio;-;<;0.064;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Nitrito;-;<;0.02;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Nitrato;-;=;7.9;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Bicarbonatos;-;=;296;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Carbonatos;-;<;1.2;mg/l;;-;-;0
SC07;02/02/2022;13:00;MANANTIALES;Aguas (Fisicoquímica);Sulfatos;-;=;23;mg/l;;-;-;0
