Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SN53;03/03/2022;11:25;MANANTIALES;Aguas (Fisicoquímica);Temperatura del agua;-;=;9.6;ºC;;-;-;0
SN53;03/03/2022;11:25;MANANTIALES;Aguas (Fisicoquímica);pH;-;=;8;U. pH.;;-;-;0
SN53;03/03/2022;11:25;MANANTIALES;Aguas (Fisicoquímica);Nitrato;-;=;61;mg/l;;-;-;0
SN53;03/03/2022;11:25;MANANTIALES;Aguas (Fisicoquímica);Conductividad;-;=;698;µS/cm;;-;-;0
SN53;03/03/2022;11:25;MANANTIALES;Aguas (Fisicoquímica);Amonio;-;<;0.064;mg/l;;-;-;0
SN53;03/03/2022;11:25;MANANTIALES;Aguas (Fisicoquímica);Ortofosfato;-;<;0.031;mg/l;;-;-;0
SN53;03/03/2022;11:25;MANANTIALES;Aguas (Fisicoquímica);Nitrito;-;<;0.02;mg/l;;-;-;0
