Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SF31;03/03/2022;12:40;MANANTIALES;Aguas (Fisicoquímica);Ortofosfato;-;=;0.046;mg/l;;-;-;0
SF31;03/03/2022;12:40;MANANTIALES;Aguas (Fisicoquímica);Amonio;-;<;0.064;mg/l;;-;-;0
SF31;03/03/2022;12:40;MANANTIALES;Aguas (Fisicoquímica);Nitrito;-;<;0.02;mg/l;;-;-;0
SF31;03/03/2022;12:40;MANANTIALES;Aguas (Fisicoquímica);pH;-;=;7.3;U. pH.;;-;-;0
SF31;03/03/2022;12:40;MANANTIALES;Aguas (Fisicoquímica);Conductividad;-;=;708;µS/cm;;-;-;0
SF31;03/03/2022;12:40;MANANTIALES;Aguas (Fisicoquímica);Temperatura del agua;-;=;11.2;ºC;;-;-;0
SF31;03/03/2022;12:40;MANANTIALES;Aguas (Fisicoquímica);Nitrato;-;=;60;mg/l;;-;-;0
