Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SA16;31/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.123;m3/seg;;-;-;0
SA16;30/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.133;m3/seg;;-;-;0
SA16;29/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.141;m3/seg;;-;-;0
SA16;28/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.151;m3/seg;;-;-;0
SA16;27/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.162;m3/seg;;-;-;0
SA16;26/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.175;m3/seg;;-;-;0
SA16;25/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.187;m3/seg;;-;-;0
SA16;24/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.203;m3/seg;;-;-;0
SA16;23/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.221;m3/seg;;-;-;0
SA16;22/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.233;m3/seg;;-;-;0
SA16;21/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.246;m3/seg;;-;-;0
SA16;20/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.258;m3/seg;;-;-;0
SA16;19/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.271;m3/seg;;-;-;0
SA16;18/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.285;m3/seg;;-;-;0
SA16;17/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.299;m3/seg;;-;-;0
SA16;16/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.312;m3/seg;;-;-;0
SA16;15/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.322;m3/seg;;-;-;0
SA16;14/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.334;m3/seg;;-;-;0
SA16;13/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.346;m3/seg;;-;-;0
SA16;12/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.359;m3/seg;;-;-;0
SA16;11/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.366;m3/seg;;-;-;0
SA16;10/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.377;m3/seg;;-;-;0
SA16;09/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.281;m3/seg;;-;-;0
SA16;08/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.191;m3/seg;;-;-;0
SA16;07/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.177;m3/seg;;-;-;0
SA16;06/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.184;m3/seg;;-;-;0
SA16;05/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.191;m3/seg;;-;-;0
SA16;04/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.179;m3/seg;;-;-;0
SA16;03/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.185;m3/seg;;-;-;0
SA16;02/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.196;m3/seg;;-;-;0
SA16;01/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.206;m3/seg;;-;-;0
