Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SA14;31/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.047;m3/seg;;-;-;0
SA14;30/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.046;m3/seg;;-;-;0
SA14;29/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.046;m3/seg;;-;-;0
SA14;28/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.047;m3/seg;;-;-;0
SA14;27/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.049;m3/seg;;-;-;0
SA14;26/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.05;m3/seg;;-;-;0
SA14;25/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.052;m3/seg;;-;-;0
SA14;24/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.055;m3/seg;;-;-;0
SA14;23/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.058;m3/seg;;-;-;0
SA14;22/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.06;m3/seg;;-;-;0
SA14;21/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.066;m3/seg;;-;-;0
SA14;20/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.059;m3/seg;;-;-;0
SA14;19/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.062;m3/seg;;-;-;0
SA14;18/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.068;m3/seg;;-;-;0
SA14;17/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.073;m3/seg;;-;-;0
SA14;16/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.079;m3/seg;;-;-;0
SA14;15/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.089;m3/seg;;-;-;0
SA14;14/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.105;m3/seg;;-;-;0
SA14;13/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.136;m3/seg;;-;-;0
SA14;12/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.213;m3/seg;;-;-;0
SA14;11/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.483;m3/seg;;-;-;0
SA14;10/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.799;m3/seg;;-;-;0
SA14;09/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.78;m3/seg;;-;-;0
SA14;08/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.082;m3/seg;;-;-;0
SA14;07/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.1;m3/seg;;-;-;0
SA14;06/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.046;m3/seg;;-;-;0
SA14;05/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.056;m3/seg;;-;-;0
SA14;04/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.048;m3/seg;;-;-;0
SA14;03/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.044;m3/seg;;-;-;0
SA14;02/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.045;m3/seg;;-;-;0
SA14;01/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.047;m3/seg;;-;-;0
