Sample Point Code;Date;Hour;Type;Subgroup;Parameter;Species;Operator;Value;Unit;Quality;Situation;Level;Depth
SA08;31/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.45;m3/seg;;-;-;0
SA08;30/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.449;m3/seg;;-;-;0
SA08;29/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.458;m3/seg;;-;-;0
SA08;28/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.468;m3/seg;;-;-;0
SA08;27/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.477;m3/seg;;-;-;0
SA08;26/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.484;m3/seg;;-;-;0
SA08;25/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.491;m3/seg;;-;-;0
SA08;24/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.503;m3/seg;;-;-;0
SA08;23/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.514;m3/seg;;-;-;0
SA08;22/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.523;m3/seg;;-;-;0
SA08;21/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.535;m3/seg;;-;-;0
SA08;20/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.551;m3/seg;;-;-;0
SA08;19/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.561;m3/seg;;-;-;0
SA08;18/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.575;m3/seg;;-;-;0
SA08;17/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.588;m3/seg;;-;-;0
SA08;16/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.609;m3/seg;;-;-;0
SA08;15/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.624;m3/seg;;-;-;0
SA08;14/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.625;m3/seg;;-;-;0
SA08;13/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.641;m3/seg;;-;-;0
SA08;12/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.661;m3/seg;;-;-;0
SA08;11/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.661;m3/seg;;-;-;0
SA08;10/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.658;m3/seg;;-;-;0
SA08;09/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.599;m3/seg;;-;-;0
SA08;08/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.488;m3/seg;;-;-;0
SA08;07/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.495;m3/seg;;-;-;0
SA08;06/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.514;m3/seg;;-;-;0
SA08;05/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.55;m3/seg;;-;-;0
SA08;04/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.497;m3/seg;;-;-;0
SA08;03/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.493;m3/seg;;-;-;0
SA08;02/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.502;m3/seg;;-;-;0
SA08;01/01/2022;00:00;MANANTIALES;Aguas (Hidrología);Caudal medio diario;-;=;0.516;m3/seg;;-;-;0
